id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
1062,02.06.02.04.06.01.F,Kipas Angin Wall Fan, Uk 30 Inchi,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1063,02.06.02.04.06.02,Kipas Angin Standing Besi,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1064,02.06.02.04.06.03,Kipas Angin Stand Fan,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1065,02.06.02.04.06.04,Wall Fan Daya, >= 200 Watt,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1066,02.06.02.04.06.05,Kipas Angin Wall Fan, 16 Inch,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1067,02.06.02.04.06.06,Kipas Angin Kabut (Misty Cooling Fan),,,,Set,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1068,02.06.02.04.06.07,Kipas Angin Antik,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1069,02.06.02.04.06.08,Ceiling Fan,,Kipas Angin 54 Inch + Remote Control,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1070,02.06.02.04.06.09,Fan Sangkar,,,LINEs,Pcs,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1071,02.06.02.04.06.10,Motor Kondensor ,,RA 16-25/82TS,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1072,02.06.02.04.07.01,Ceiling Exhaust Fan, 8 ? 10 inchi,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1073,02.06.02.04.07.02,Exhaust Fan, Uk. 12 Inchi,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1074,02.06.02.04.07.08,Exhaust Ceiling Mount,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1075,02.06.02.05.02.01,Kompor Gas, 2 Tungku,,,Set,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1076,02.06.02.05.02.02,Kompor Gas, 4 Tungku,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1077,02.06.02.05.02.03,Kompor Gas, 1 Tungku,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1078,02.06.02.05.02.04,Kompor Gas Tanam,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1079,02.06.02.05.02.05,Kompor Gas Mawar,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1080,02.06.02.05.02.06,Kompor Induksi,,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1081,02.06.02.05.06.01,Magic Com/Magic Jar, 2 Liter,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1082,02.06.02.05.06.02,Setrika,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1083,02.06.02.05.06.02,Setrika,,,,Buah,5.2.2.23.01,5.2.2,Belanja Pemberian Hadiah
1084,02.06.02.05.06.03,Baskom Plastik Besar,,,,buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1085,02.06.02.05.06.04,Cobek,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1086,02.06.02.05.06.05,Blender,,,,Buah,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1087,02.06.02.05.06.06,Loyang Plastik,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1088,02.06.02.05.06.07,Mangkuk Sup, Bahan Plastik,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1089,02.06.02.05.06.08,Freezer (Sliding Flat Glass),,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1090,02.06.02.05.06.08,Freezer (Sliding Flat Glass),,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1091,02.06.02.05.06.09,Kompor Portable,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1092,02.06.02.05.06.10,Loyang Segi 4, Uk. Minimal 205 mm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1093,02.06.02.05.06.11,Regulator + Selang, Double Safety lock,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1094,02.06.02.05.06.12,Thermos, 2Ltr,,,Unit,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1095,02.06.02.05.06.13,Baskom Plastik Kecil,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1096,02.06.02.05.06.14,Pisau,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1097,02.06.02.05.06.15,Panci Bertangkai Kecil, 17cm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1098,02.06.02.05.06.16,Telenan Besar Bahan Plastik, 375x275x22mm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1099,02.06.02.05.06.17,Saringan,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1100,02.06.02.05.06.18,Nampan Stainless Steel, segi empat 16 inchi,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1101,02.06.02.05.06.19,Rice Cooker, 10Ltr,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1102,02.06.02.05.06.20,Baki Wadah, Ukuran 15x25x6 Cm Stainless,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1103,02.06.02.05.06.21,Box Plastik,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1104,02.06.02.05.06.22,Bungkus Nasi, Uk. 25 X 25 Cm,,,Pak,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1105,02.06.02.05.06.23,Gelas Kaki Bulat,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1106,02.06.02.05.06.24,Kotak Makan Plastik,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1107,02.06.02.05.06.24,Kotak Makan Plastik,,,,Buah,5.2.2.23.01,5.2.2,Belanja Pemberian Hadiah
1108,02.06.02.05.06.25,Pengocok Telur Stainless Steel,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1109,02.06.02.05.06.26,Parutan Serbaguna,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1110,02.06.02.05.06.27,Gas Cooker, 2 tungku + Cooker hood,,,Buah,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1111,02.06.02.05.06.28,Panci, Stainless D.40x25cm,,,Buah,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1112,02.06.02.05.06.29,Selang Gas Standar," Panjang selang 1,8 m",,,Meter,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1113,02.06.02.05.06.30,Wajan Anti Lengket, Dia 20 cm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1114,02.06.02.05.06.31,Toples,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1115,02.06.02.05.06.32,Wajan, 80 Cm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1116,02.06.02.05.06.33,Cobek Besar Festival Rujak Uleg,,"Diameter 2 Meter,Tinggi Cobek:30 Cm, Diameter Cobek: 200 Cm, Tinggi Kaki : 70 Cm, Tebal Tatakan : 10 Cm, Tinggi Keseluruhan :110 Cm",,Buah,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1117,02.06.02.05.06.34,Nampan Plastik,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1118,02.06.02.05.06.35,Box Kulkas & Dispenser,,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1119,02.06.02.05.06.36,Toples Bahan Stainless Steel,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1120,02.06.02.05.06.37,Mangkuk Melamin,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1121,02.06.02.05.06.38,Mangkuk Bening Kaca,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1122,02.06.02.05.06.39,Lepek Bening,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1123,02.06.02.05.06.40,Lepek Putih,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1124,02.06.02.05.06.41,Sendok Makan Stainless,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1125,02.06.02.05.06.42,Mangkuk Putih Soup,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1126,02.06.02.05.06.43,Tutup Gelas Stainless,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1127,02.06.02.05.06.44,Kotak Makan Bento Plastik,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1128,02.06.02.05.06.45,Dishwashing Machine,,Type NDWE 60A,,Set,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1129,02.06.02.05.06.46,Timbangan Digital Dapur,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1130,02.06.02.05.06.47,Nampan Melamin ,Uk. Maks 25x35cm,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1131,02.06.02.05.06.48,Wajan Kwali,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1132,02.06.02.05.06.49,Sutil Stainless steel,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1133,02.06.02.05.06.50,Sutil untuk teflon,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1134,02.06.02.05.06.51,Dandang Kukusan,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1135,02.06.02.05.06.52,Teko Plastik,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1136,02.06.02.05.06.53,Telenan,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1137,02.06.02.05.06.54,Tray Telur,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1138,02.06.02.05.06.55,Cake tongue,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1139,02.06.02.05.06.56,Pengasah Pisau,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1140,02.06.02.05.06.57,Panci sayur dan tutup kaca,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1141,02.06.02.05.06.58.B,Setrika Uap Listrik,,,,Unit,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
1142,02.06.02.05.07.01,Kitchen Sink,,,,Unit,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
1143,02.06.02.05.07.02,Kitchen Sink Standing,,,,Unit,5.2.2.02.01,5.2.2,Belanja Bahan Baku Bangunan
1144,02.06.02.05.08.01,Refill Tabung Gas Elpiji, 50 Kg,,,Tabung,5.2.2.01.06,5.2.2,Belanja Bahan Bakar Minyak/Gas
1145,02.06.02.05.08.02,Tabung Gas Elpiji, 3 Kg,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1146,02.06.02.05.08.03,Isi N2O, 6 kg,,,Tabung,5.2.2.01.08,5.2.2,Belanja Pengisian Tabung gas
1147,02.06.02.05.13.01,Gelas, Bahan kaca,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1148,02.06.02.05.13.02,Mangkok, Bahan Kaca,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1149,02.06.02.05.13.03,Piring,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1150,02.06.02.05.13.04,Paper Cup (Gelas Infeksius),,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1151,02.06.02.05.13.05,Papper Cup Cake,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1152,02.06.02.05.13.06,Kertas Roti,,,,Lembar,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1153,02.06.02.05.13.07,Sendok,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1154,02.06.02.05.13.08,Wrapping,,,,Roll,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1155,02.06.02.05.13.09,Kertas Alas Nampan Bermotif,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1156,02.06.02.05.13.10,Kuas Roti,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1157,02.06.02.05.13.11,Gelas Tanggung,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1158,02.06.02.05.13.12,Gelas Plastik Tertutup, 250 Ml,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1159,02.06.02.05.13.13,Plastik Siller,,,,Pak,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1160,02.06.02.05.13.14,Paper Bowl,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1161,02.06.02.05.13.15,Paper Box,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1162,02.06.02.05.13.16,Kardus Kotak Makan,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1163,02.06.02.05.13.17,Sendok Snack Disposible,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1164,02.06.02.05.13.18,Mug Souvenir Pameran,,,,Pcs,5.2.2.23.01,5.2.2,Belanja Pemberian Hadiah
1165,02.06.02.05.13.20,Paper Box, (sekat 3+1 ),,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1166,02.06.02.05.13.21,Sendok Makan Plastik+Tissue,,,,Set,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1167,02.06.02.05.13.22,Paper Bowl 10oz(polos)+LID(tutup),,Warna Putih,,Set,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1168,02.06.02.05.13.23,Tutup Gelas,  100ml,Warna Putih,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1169,02.06.02.05.13.24,Sendok Puding,,Warna Putih,,Pak,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1170,02.06.02.05.13.25,Cangkir (Koleksi HOS),,,,Buah,5.2.3.18.01,5.2.3,Belanja Modal Pengadaan Barang Bercorak Kebudayaan
1171,02.06.02.05.13.26,Mangkok Cucing,,,,Buah,5.2.2.01.10,5.2.2,Belanja Pakai Habis Kedokteran/ Perawatan Kesehatan/ Laboratorium
1172,02.06.02.05.13.27,Alas Piring Makan,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1173,02.06.02.05.13.28,Gelas Melamin,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1174,02.06.02.05.13.29,Gelas Kaca Panjang,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1175,02.06.02.05.13.30,Gelas Kaca Pendek,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1176,02.06.02.05.13.31,Tepak Makan Plastik,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1177,02.06.02.05.13.32,Piring Ceper,,,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1178,02.06.02.05.13.33,Alas Nampan,,,,Pak,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1179,02.06.02.05.13.34,Piring Makan Cekung,,Warna Putih Susu,,Pcs,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1180,02.06.02.05.13.35,Sendok Snack Plastik,,Warna Putih,,Pak,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1181,02.06.02.05.13.36,Sendok Teh Stainless,,,,Lusin,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1182,02.06.02.05.13.37,Cangkir ,Set @6pcs, Corak Motif Polos,,Doz,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1183,02.06.02.05.13.38,Cangkir Set Eksklusif,,,,Set,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1184,02.06.02.05.13.39,Cangkir Eksklusif,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1185,02.06.02.05.13.40,Piring Kecil Eksklusif,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1186,02.06.02.05.13.41,Piring Eksklusif,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1187,02.06.02.05.13.42,Wraping ,60x500m/18 Inchi,,,Roll,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1188,02.06.02.06.01.01,Water Heater,,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1189,02.06.02.06.03.01,Televisi LED, 60 Inchi,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1190,02.06.02.06.03.02,Televisi LED, 32 Inchi,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1191,02.06.02.06.03.03,Televisi LED, 40 Inchi,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1192,02.06.02.06.03.04,Videotron Outdoor, P6,,,M2,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1193,02.06.02.06.03.05,Videotron Indoor,  Minimal 7 M2,Minimal 7 M2,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1194,02.06.02.06.03.06,Videotron Outdoor,  Minimal 22 M2,Minimal 22 M2,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1195,02.06.02.06.03.07,Televisi LED, 65 Inchi,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1196,02.06.02.06.03.08,Videotron Outdoor,,,,Set,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1197,02.06.02.06.03.09,Televisi LED, 49 Inchi,,,Unit,5.2.3.06.02,5.2.3,Belanja Modal Pengadaan Alat Rumah Tangga
1198,02.06.02.06.04.01,Tape Recorder,,,,Unit,5.2.3.09.02,5.2.3,Belanja Modal Pengadaan Alat Peraga / Praktik Sekolah
1199,02.06.02.06.07.01,Speaker Portable,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1200,02.06.02.06.07.02,Loud Speaker,,NAV 4802,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1201,02.06.02.06.07.03,Portable Speaker,,Turbosound IP1000,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1202,02.06.02.06.08.01,Paket Sound System,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1203,02.06.02.06.08.02,Sound System Indoor,,,,Set,5.2.3.04.04,5.2.3,Belanja Modal Alat Bantu Kerja
1204,02.06.02.06.08.03,Sound Mixer,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1205,02.06.02.06.08.04,Paket Sound System Rapat Upacara,,,,Set,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1206,02.06.02.06.08.05,Paket Sound System Gedung Serbaguna,,,,Set,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1207,02.06.02.06.08.06,Paket Sound System Ruang Rapat,,,,Set,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1208,02.06.02.06.12.01,Wireless Amlpifier, Portable,,,Unit,5.2.3.09.02,5.2.3,Belanja Modal Pengadaan Alat Peraga / Praktik Sekolah
1209,02.06.02.06.12.02,Access Point, Outdoor 5 GHz,"Radio Freq. 5 GHz, Integrated Antenna Gain 16dBi, Enclosure Outdoor UV Stabilized Plastic, Power Supply 24V 0.5A DC. Supply And Injector Included, Tx Power 27dBm",,Pcs,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1210,02.06.02.06.12.03,Access Point Indoor, 1300 Mbps,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1211,02.06.02.06.12.04,Wireless Presenter,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1212,02.06.02.06.13.01,Megaphone,,,,Buah,5.2.2.01.16,5.2.2,Belanja Pakai Habis Perlengkapan Kantor/ Rumah Tangga
1213,02.06.02.06.14.01,Ghoosneck Microphone,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1214,02.06.02.06.14.02,Handheld Wireless Microphone,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1215,02.06.02.06.14.03,Headworn Wireless Microphone,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1216,02.06.02.06.14.04,Microphone Wireless Clip,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1217,02.06.02.06.14.05,Mic, ECM-NV1,"Electret Condenser Element, Directional Polar Pattern, Minimizing Off-axis Noise, Providing A Focused Pick Up, Attached Cable With 3-pin XLR Connector",Sony,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1218,02.06.02.06.15.01,Stand Microphone,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1219,02.06.02.06.16.01,Desktop Microphone,,,,Unit,5.2.3.07.01,5.2.3,Belanja Modal Pengadaan Alat Studio
1220,02.06.02.06.16.02,Microphone Meja,,,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1221,02.06.02.06.18.01.F,Unit Power Supply (UPS), 2200 VA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1222,02.06.02.06.18.03,Unit Power Supply (UPS), 650 VA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1223,02.06.02.06.18.04,Power Supply (UPS), 1200 V,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1224,02.06.02.06.18.05,Power Supply, Minimal 500W,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1225,02.06.02.06.18.06,Power Supply 46M1075 For X3650M3,"  IBM RPS 675w For IBM System (X3550 M2/M3, X3650 M2/M3)","IBM RPS 675w For IBM System (X3550 M2/M3, X3650 M2/M3)",,Unit,5.2.3.20.01,5.2.3,Belanja Modal Pengadaan Piranti Lunak
1226,02.06.02.06.18.07,Power Supply For KX-TDE200,  Tipe KX-TDA0103,Include Jasa Pemasangan,,Unit,5.2.3.06.01,5.2.3,Belanja Modal Pengadaan Alat Kantor
1227,02.06.02.06.18.08,UPS Network Management Card,,"UPS APC Network Management 2, Remote Management Adapter, SmartSlot, Rj-45 10/100 Base-T",,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1228,02.06.02.06.18.09,UPS, Minimal 40 KVA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
1229,02.06.02.06.18.10,UPS, Minimal 80 KVA,,,Unit,5.2.3.06.03,5.2.3,Belanja Modal Pengadaan Komputer dan Perlengkapannya
